aluno_id,nome_aluno,questao_id,resposta_aluno
ALUNO_8_11,Estudante 11,Q12,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_11,Estudante 11,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_11,Estudante 11,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_11,Estudante 11,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_11,Estudante 11,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_11,Estudante 11,Q17,"Eu somei, mas o resultado deu 123."
ALUNO_8_11,Estudante 11,Q18,Achei que era um problema de divisão.
ALUNO_8_11,Estudante 11,Q19,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_11,Estudante 11,Q20,Não respondeu.
ALUNO_8_12,Estudante 12,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_12,Estudante 12,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_12,Estudante 12,Q3,"Eu somei, mas o resultado deu 123."
ALUNO_8_12,Estudante 12,Q4,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_12,Estudante 12,Q5,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_12,Estudante 12,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_12,Estudante 12,Q7,Achei que era um problema de divisão.
ALUNO_8_12,Estudante 12,Q8,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_12,Estudante 12,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_12,Estudante 12,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_12,Estudante 12,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_12,Estudante 12,Q12,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_12,Estudante 12,Q13,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_12,Estudante 12,Q14,Não respondeu.
ALUNO_8_12,Estudante 12,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_12,Estudante 12,Q16,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_12,Estudante 12,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_12,Estudante 12,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_12,Estudante 12,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_12,Estudante 12,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_13,Estudante 13,Q1,"Eu somei, mas o resultado deu 123."
ALUNO_8_13,Estudante 13,Q2,"Eu somei, mas o resultado deu 123."
ALUNO_8_13,Estudante 13,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_13,Estudante 13,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_13,Estudante 13,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_13,Estudante 13,Q6,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_13,Estudante 13,Q7,Não respondeu.
ALUNO_8_13,Estudante 13,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_13,Estudante 13,Q9,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_13,Estudante 13,Q10,Achei que era um problema de divisão.
ALUNO_8_13,Estudante 13,Q11,"Eu somei, mas o resultado deu 123."
ALUNO_8_13,Estudante 13,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_13,Estudante 13,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_13,Estudante 13,Q14,Não respondeu.
ALUNO_8_13,Estudante 13,Q15,Achei que era um problema de divisão.
ALUNO_8_13,Estudante 13,Q16,"Eu somei, mas o resultado deu 123."
ALUNO_8_13,Estudante 13,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_13,Estudante 13,Q18,"Eu somei, mas o resultado deu 123."
ALUNO_8_13,Estudante 13,Q19,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_13,Estudante 13,Q20,Não respondeu.
ALUNO_8_14,Estudante 14,Q1,"Eu somei, mas o resultado deu 123."
ALUNO_8_14,Estudante 14,Q2,"Eu somei, mas o resultado deu 123."
ALUNO_8_14,Estudante 14,Q3,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_14,Estudante 14,Q4,"Eu somei, mas o resultado deu 123."
ALUNO_8_14,Estudante 14,Q5,Achei que era um problema de divisão.
ALUNO_8_14,Estudante 14,Q6,"Eu somei, mas o resultado deu 123."
ALUNO_8_14,Estudante 14,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_14,Estudante 14,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_14,Estudante 14,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_14,Estudante 14,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_14,Estudante 14,Q11,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_14,Estudante 14,Q12,Achei que era um problema de divisão.
ALUNO_8_14,Estudante 14,Q13,"Eu somei, mas o resultado deu 123."
ALUNO_8_14,Estudante 14,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_14,Estudante 14,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_14,Estudante 14,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_14,Estudante 14,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_14,Estudante 14,Q18,Achei que era um problema de divisão.
ALUNO_8_14,Estudante 14,Q19,Achei que era um problema de divisão.
ALUNO_8_14,Estudante 14,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_15,Estudante 15,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_15,Estudante 15,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_15,Estudante 15,Q3,"Eu somei, mas o resultado deu 123."
ALUNO_8_15,Estudante 15,Q4,Não respondeu.
ALUNO_8_15,Estudante 15,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_15,Estudante 15,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_15,Estudante 15,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_15,Estudante 15,Q8,"Eu somei, mas o resultado deu 123."
ALUNO_8_15,Estudante 15,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_15,Estudante 15,Q10,Não respondeu.
ALUNO_8_15,Estudante 15,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_15,Estudante 15,Q12,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_15,Estudante 15,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_15,Estudante 15,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_15,Estudante 15,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_15,Estudante 15,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_15,Estudante 15,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_15,Estudante 15,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_15,Estudante 15,Q19,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_15,Estudante 15,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_16,Estudante 16,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_16,Estudante 16,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_16,Estudante 16,Q3,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_16,Estudante 16,Q4,Achei que era um problema de divisão.
ALUNO_8_16,Estudante 16,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_16,Estudante 16,Q6,"Eu somei, mas o resultado deu 123."
ALUNO_8_16,Estudante 16,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_16,Estudante 16,Q8,"Eu somei, mas o resultado deu 123."
ALUNO_8_16,Estudante 16,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_16,Estudante 16,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_16,Estudante 16,Q11,Achei que era um problema de divisão.
ALUNO_8_16,Estudante 16,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_16,Estudante 16,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_16,Estudante 16,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_16,Estudante 16,Q15,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_16,Estudante 16,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_16,Estudante 16,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_16,Estudante 16,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_16,Estudante 16,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_16,Estudante 16,Q20,Não respondeu.
ALUNO_8_17,Estudante 17,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_17,Estudante 17,Q2,Não respondeu.
ALUNO_8_17,Estudante 17,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_17,Estudante 17,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_17,Estudante 17,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_17,Estudante 17,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_17,Estudante 17,Q7,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_17,Estudante 17,Q8,Não respondeu.
ALUNO_8_17,Estudante 17,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_17,Estudante 17,Q10,"Eu somei, mas o resultado deu 123."
ALUNO_8_17,Estudante 17,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_17,Estudante 17,Q12,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_17,Estudante 17,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_17,Estudante 17,Q14,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_17,Estudante 17,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_17,Estudante 17,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_17,Estudante 17,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_17,Estudante 17,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_17,Estudante 17,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_17,Estudante 17,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_18,Estudante 18,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_18,Estudante 18,Q2,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_18,Estudante 18,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_18,Estudante 18,Q4,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_18,Estudante 18,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_18,Estudante 18,Q6,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_18,Estudante 18,Q7,Achei que era um problema de divisão.
ALUNO_8_18,Estudante 18,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_18,Estudante 18,Q9,Achei que era um problema de divisão.
ALUNO_8_18,Estudante 18,Q10,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_18,Estudante 18,Q11,"Eu somei, mas o resultado deu 123."
ALUNO_8_18,Estudante 18,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_18,Estudante 18,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_18,Estudante 18,Q14,"Eu somei, mas o resultado deu 123."
ALUNO_8_18,Estudante 18,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_18,Estudante 18,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_18,Estudante 18,Q17,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_18,Estudante 18,Q18,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_18,Estudante 18,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_18,Estudante 18,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_19,Estudante 19,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_19,Estudante 19,Q2,Achei que era um problema de divisão.
ALUNO_8_19,Estudante 19,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_19,Estudante 19,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_19,Estudante 19,Q5,"Eu somei, mas o resultado deu 123."
ALUNO_8_19,Estudante 19,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_19,Estudante 19,Q7,Achei que era um problema de divisão.
ALUNO_8_19,Estudante 19,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_19,Estudante 19,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_19,Estudante 19,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_19,Estudante 19,Q11,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_19,Estudante 19,Q12,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_19,Estudante 19,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_19,Estudante 19,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_19,Estudante 19,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_19,Estudante 19,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_19,Estudante 19,Q17,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_19,Estudante 19,Q18,"Eu somei, mas o resultado deu 123."
ALUNO_8_19,Estudante 19,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_19,Estudante 19,Q20,Achei que era um problema de divisão.
ALUNO_8_20,Estudante 20,Q1,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_20,Estudante 20,Q2,Achei que era um problema de divisão.
ALUNO_8_20,Estudante 20,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_20,Estudante 20,Q4,Não respondeu.
ALUNO_8_20,Estudante 20,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_20,Estudante 20,Q6,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_20,Estudante 20,Q7,Não respondeu.
ALUNO_8_20,Estudante 20,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_20,Estudante 20,Q9,Achei que era um problema de divisão.
ALUNO_8_20,Estudante 20,Q10,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_20,Estudante 20,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_20,Estudante 20,Q12,Não respondeu.
ALUNO_8_20,Estudante 20,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_20,Estudante 20,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_20,Estudante 20,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_20,Estudante 20,Q16,Achei que era um problema de divisão.
ALUNO_8_20,Estudante 20,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_20,Estudante 20,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_20,Estudante 20,Q19,"Eu somei, mas o resultado deu 123."
ALUNO_8_20,Estudante 20,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_21,Estudante 21,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_21,Estudante 21,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_21,Estudante 21,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_21,Estudante 21,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_21,Estudante 21,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_21,Estudante 21,Q6,"Eu somei, mas o resultado deu 123."
ALUNO_8_21,Estudante 21,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_21,Estudante 21,Q8,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_21,Estudante 21,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_21,Estudante 21,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_21,Estudante 21,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_21,Estudante 21,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_21,Estudante 21,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_21,Estudante 21,Q14,Não respondeu.
ALUNO_8_21,Estudante 21,Q15,"Eu somei, mas o resultado deu 123."
ALUNO_8_21,Estudante 21,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_21,Estudante 21,Q17,"Eu somei, mas o resultado deu 123."
ALUNO_8_21,Estudante 21,Q18,"Eu somei, mas o resultado deu 123."
ALUNO_8_21,Estudante 21,Q19,Não respondeu.
ALUNO_8_21,Estudante 21,Q20,Achei que era um problema de divisão.
ALUNO_8_22,Estudante 22,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_22,Estudante 22,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_22,Estudante 22,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_22,Estudante 22,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_22,Estudante 22,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
